"","gene_name","longest_transcript"
"17711","ENSMUSG00000096530.7","ENSMUST00000107327.7"
"17712","ENSMUSG00000040936.15","ENSMUST00000171923.7"
"17713","ENSMUSG00000059974.10","ENSMUST00000075069.10"
"17714","ENSMUSG00000024812.11","ENSMUST00000233027.1"
"17715","ENSMUSG00000033470.12","ENSMUST00000044664.11"
"17716","ENSMUSG00000039577.17","ENSMUST00000056567.5"
"17717","ENSMUSG00000062905.2","ENSMUST00000079584.2"
"17718","ENSMUSG00000021958.5","ENSMUST00000022528.5"
"17719","ENSMUSG00000031284.16","ENSMUST00000112863.7"
"17720","ENSMUSG00000073139.9","ENSMUST00000114630.2"
"17721","ENSMUSG00000043789.8","ENSMUST00000055115.8"
"17722","ENSMUSG00000036412.5","ENSMUST00000040359.5"
"17723","ENSMUSG00000032179.7","ENSMUST00000012281.7"
"17724","ENSMUSG00000026840.14","ENSMUST00000028187.6"
"17725","ENSMUSG00000021918.10","ENSMUST00000228328.1"
"17726","ENSMUSG00000049562.6","ENSMUST00000235575.1"
"17727","ENSMUSG00000026246.12","ENSMUST00000027455.12"
"17728","ENSMUSG00000024382.13","ENSMUST00000025241.6"
"17729","ENSMUSG00000033703.9","ENSMUST00000041382.6"
"17730","ENSMUSG00000040820.16","ENSMUST00000227141.1"
"17731","ENSMUSG00000007908.14","ENSMUST00000008052.12"
"17732","ENSMUSG00000020424.3","ENSMUST00000020699.3"
"17733","ENSMUSG00000030484.5","ENSMUST00000032683.5"
"17734","ENSMUSG00000073926.4","ENSMUST00000217466.1"
"17735","ENSMUSG00000042331.13","ENSMUST00000202389.3"
"17736","ENSMUSG00000026283.13","ENSMUST00000027505.12"
"17737","ENSMUSG00000031448.12","ENSMUST00000204916.2"
"17738","ENSMUSG00000057163.3","ENSMUST00000070380.4"
"17739","ENSMUSG00000018697.14","ENSMUST00000018841.2"
"17740","ENSMUSG00000051339.10","ENSMUST00000211733.1"
"17741","ENSMUSG00000060738.4","ENSMUST00000072943.4"
"17742","ENSMUSG00000031344.11","ENSMUST00000033711.5"
"17743","ENSMUSG00000022426.6","ENSMUST00000023061.6"
"17744","ENSMUSG00000071644.10","ENSMUST00000052248.7"
"17745","ENSMUSG00000025737.5","ENSMUST00000026833.5"
"17746","ENSMUSG00000054752.16","ENSMUST00000159415.8"
"17747","ENSMUSG00000073925.5","ENSMUST00000098173.4"
"17748","ENSMUSG00000078234.6","ENSMUST00000105031.3"
"17749","ENSMUSG00000012126.16","ENSMUST00000074690.10"
"17750","ENSMUSG00000051182.5","ENSMUST00000216750.1"
"17751","ENSMUSG00000026936.3","ENSMUST00000028304.3"
"17752","ENSMUSG00000030844.11","ENSMUST00000033133.11"
"17753","ENSMUSG00000025484.9","ENSMUST00000211590.1"
"17754","ENSMUSG00000003865.16","ENSMUST00000003964.16"
"17755","ENSMUSG00000020364.14","ENSMUST00000109119.7"
"17756","ENSMUSG00000032714.6","ENSMUST00000040580.6"
"17757","ENSMUSG00000026102.9","ENSMUST00000027271.8"
"17758","ENSMUSG00000073924.5","ENSMUST00000098172.2"
"17759","ENSMUSG00000038344.14","ENSMUST00000041370.10"
"17760","ENSMUSG00000070390.12","ENSMUST00000108515.8"
"17761","ENSMUSG00000024738.6","ENSMUST00000025647.6"
"17762","ENSMUSG00000028238.6","ENSMUST00000029900.5"
"17763","ENSMUSG00000040972.8","ENSMUST00000039331.8"
"17764","ENSMUSG00000034071.15","ENSMUST00000080348.11"
"17765","ENSMUSG00000074207.10","ENSMUST00000004232.9"
"17766","ENSMUSG00000028020.16","ENSMUST00000029654.14"
"17767","ENSMUSG00000039715.8","ENSMUST00000113711.2"
"17768","ENSMUSG00000032595.10","ENSMUST00000177173.7"
"17769","ENSMUSG00000038801.6","ENSMUST00000035300.6"
"17770","ENSMUSG00000031097.15","ENSMUST00000105973.2"
"17771","ENSMUSG00000024414.13","ENSMUST00000025278.7"
"17772","ENSMUSG00000066037.14","ENSMUST00000105850.7"
"17773","ENSMUSG00000042622.14","ENSMUST00000229130.1"
"17774","ENSMUSG00000053475.5","ENSMUST00000065927.5"
"17775","ENSMUSG00000048304.8","ENSMUST00000192477.1"
"17776","ENSMUSG00000013787.15","ENSMUST00000013931.11"
"17777","ENSMUSG00000091809.4","ENSMUST00000165291.2"
"17778","ENSMUSG00000099550.6","ENSMUST00000188554.6"
"17779","ENSMUSG00000040907.15","ENSMUST00000102858.9"
"17780","ENSMUSG00000025487.15","ENSMUST00000026560.13"
"17781","ENSMUSG00000020869.8","ENSMUST00000021239.6"
"17782","ENSMUSG00000069080.5","ENSMUST00000091278.5"
"17783","ENSMUSG00000093877.4","ENSMUST00000086319.4"
"17784","ENSMUSG00000024998.17","ENSMUST00000182267.1"
"17785","ENSMUSG00000046671.18","ENSMUST00000102550.9"
"17786","ENSMUSG00000067780.3","ENSMUST00000088476.3"
"17787","ENSMUSG00000007570.16","ENSMUST00000114803.8"
"17788","ENSMUSG00000000266.11","ENSMUST00000112988.7"
"17789","ENSMUSG00000061436.15","ENSMUST00000161779.7"
"17790","ENSMUSG00000062017.15","ENSMUST00000084640.2"
"17791","ENSMUSG00000070047.14","ENSMUST00000215588.1"
"17792","ENSMUSG00000085484.2","ENSMUST00000211245.1"
"17793","ENSMUSG00000021000.17","ENSMUST00000219140.2"
"17794","ENSMUSG00000094739.2","ENSMUST00000190349.1"
"17795","ENSMUSG00000036401.5","ENSMUST00000038010.4"
"17796","ENSMUSG00000032251.12","ENSMUST00000113245.8"
"17797","ENSMUSG00000039055.4","ENSMUST00000039949.4"
"17798","ENSMUSG00000040601.13","ENSMUST00000068767.9"
"17799","ENSMUSG00000066747.6","ENSMUST00000086061.3"
"17800","ENSMUSG00000073725.8","ENSMUST00000191471.6"
"17801","ENSMUSG00000021134.17","ENSMUST00000110354.7"
"17802","ENSMUSG00000036813.11","ENSMUST00000044078.9"
"17803","ENSMUSG00000087679.2","ENSMUST00000133808.1"
"17804","ENSMUSG00000072663.12","ENSMUST00000208854.1"
"17805","ENSMUSG00000038598.9","ENSMUST00000107547.1"
"17806","ENSMUSG00000039704.7","ENSMUST00000227556.1"
"17807","ENSMUSG00000000776.13","ENSMUST00000000793.12"
"17808","ENSMUSG00000035578.16","ENSMUST00000115100.8"
"17809","ENSMUSG00000041426.12","ENSMUST00000044478.6"
"17810","ENSMUSG00000040213.13","ENSMUST00000106218.7"
"17811","ENSMUSG00000023914.16","ENSMUST00000024707.8"
"17812","ENSMUSG00000031165.6","ENSMUST00000033505.6"
"17813","ENSMUSG00000037795.14","ENSMUST00000201489.3"
"17814","ENSMUSG00000028811.11","ENSMUST00000106054.2"
"17815","ENSMUSG00000060583.4","ENSMUST00000074611.2"
"17816","ENSMUSG00000028843.8","ENSMUST00000030651.8"
"17817","ENSMUSG00000022802.2","ENSMUST00000023497.2"
"17818","ENSMUSG00000015519.12","ENSMUST00000015663.6"
"17819","ENSMUSG00000061469.3","ENSMUST00000126189.2"
"17820","ENSMUSG00000022665.15","ENSMUST00000099498.9"
"17821","ENSMUSG00000032596.14","ENSMUST00000035216.10"
"17822","ENSMUSG00000063060.6","ENSMUST00000079652.6"
"17823","ENSMUSG00000049404.7","ENSMUST00000054825.4"
"17824","ENSMUSG00000062397.8","ENSMUST00000078976.8"
"17825","ENSMUSG00000072694.8","ENSMUST00000100850.5"
"17826","ENSMUSG00000031353.13","ENSMUST00000033720.11"
"17827","ENSMUSG00000058755.3","ENSMUST00000075221.2"
"17828","ENSMUSG00000036805.13","ENSMUST00000044018.7"
"17829","ENSMUSG00000000197.8","ENSMUST00000000201.6"
"17830","ENSMUSG00000073616.10","ENSMUST00000112999.7"
"17831","ENSMUSG00000022941.8","ENSMUST00000023660.8"
"17832","ENSMUSG00000044243.3","ENSMUST00000056184.1"
"17833","ENSMUSG00000073988.13","ENSMUST00000098244.1"
"17834","ENSMUSG00000045502.6","ENSMUST00000057145.6"
"17835","ENSMUSG00000033845.13","ENSMUST00000156816.6"
"17836","ENSMUSG00000074220.10","ENSMUST00000098596.10"
"17837","ENSMUSG00000046275.2","ENSMUST00000062024.2"
"17838","ENSMUSG00000025776.13","ENSMUST00000159958.7"
"17839","ENSMUSG00000094461.1","ENSMUST00000072974.1"
"17840","ENSMUSG00000054115.11","ENSMUST00000096482.9"
"17841","ENSMUSG00000038055.12","ENSMUST00000184863.7"
"17842","ENSMUSG00000049241.5","ENSMUST00000164267.1"
"17843","ENSMUSG00000014361.5","ENSMUST00000014505.4"
"17844","ENSMUSG00000059375.5","ENSMUST00000227418.1"
"17845","ENSMUSG00000050390.12","ENSMUST00000052602.5"
"17846","ENSMUSG00000034818.17","ENSMUST00000238823.1"
"17847","ENSMUSG00000058624.13","ENSMUST00000087600.9"
"17848","ENSMUSG00000096750.7","ENSMUST00000107321.8"
"17849","ENSMUSG00000022504.10","ENSMUST00000230395.1"
"17850","ENSMUSG00000039063.5","ENSMUST00000042658.4"
"17851","ENSMUSG00000046230.11","ENSMUST00000068156.7"
"17852","ENSMUSG00000004980.16","ENSMUST00000203954.2"
"17853","ENSMUSG00000025482.11","ENSMUST00000106049.1"
"17854","ENSMUSG00000024771.7","ENSMUST00000054260.7"
"17855","ENSMUSG00000032554.15","ENSMUST00000112645.7"
"17856","ENSMUSG00000021235.13","ENSMUST00000110276.7"
"17857","ENSMUSG00000064272.3","ENSMUST00000077985.3"
"17858","ENSMUSG00000041995.8","ENSMUST00000221807.1"
"17859","ENSMUSG00000096140.2","ENSMUST00000178772.2"
"17860","ENSMUSG00000029503.16","ENSMUST00000058016.15"
"17861","ENSMUSG00000032902.1","ENSMUST00000046212.1"
"17862","ENSMUSG00000027699.19","ENSMUST00000108300.7"
"17863","ENSMUSG00000110136.1","ENSMUST00000209690.1"
"17864","ENSMUSG00000003469.9","ENSMUST00000003561.9"
"17865","ENSMUSG00000060314.13","ENSMUST00000080651.12"
"17866","ENSMUSG00000048756.11","ENSMUST00000105502.7"
"17867","ENSMUSG00000016982.6","ENSMUST00000017126.5"
"17868","ENSMUSG00000055531.12","ENSMUST00000176670.7"
"17869","ENSMUSG00000022753.15","ENSMUST00000119407.7"
"17870","ENSMUSG00000004771.12","ENSMUST00000172298.7"
"17871","ENSMUSG00000041762.16","ENSMUST00000076463.11"
"17872","ENSMUSG00000025584.17","ENSMUST00000026672.7"
"17873","ENSMUSG00000025486.17","ENSMUST00000211179.1"
"17874","ENSMUSG00000053054.13","ENSMUST00000106247.1"
"17875","ENSMUSG00000078746.2","ENSMUST00000108026.2"
"17876","ENSMUSG00000049624.14","ENSMUST00000052441.11"
"17877","ENSMUSG00000020413.11","ENSMUST00000020683.9"
"17878","ENSMUSG00000048832.9","ENSMUST00000235927.1"
"17879","ENSMUSG00000021248.9","ENSMUST00000040766.8"
"17880","ENSMUSG00000118578.1","ENSMUST00000238876.1"
"17881","ENSMUSG00000029788.13","ENSMUST00000062758.10"
"17882","ENSMUSG00000073923.4","ENSMUST00000215454.2"
"17883","ENSMUSG00000029925.13","ENSMUST00000003017.12"
"17884","ENSMUSG00000039046.15","ENSMUST00000042503.8"
"17885","ENSMUSG00000028293.14","ENSMUST00000029970.13"
"17886","ENSMUSG00000027355.15","ENSMUST00000028834.2"
"17887","ENSMUSG00000070421.4","ENSMUST00000089296.2"
"17888","ENSMUSG00000048285.9","ENSMUST00000057859.8"
"17889","ENSMUSG00000031604.10","ENSMUST00000034015.10"
"17890","ENSMUSG00000031347.12","ENSMUST00000114551.9"
"17891","ENSMUSG00000033467.12","ENSMUST00000044579.11"
"17892","ENSMUSG00000023210.2","ENSMUST00000023978.2"
"17893","ENSMUSG00000020385.16","ENSMUST00000093132.12"
"17894","ENSMUSG00000046213.9","ENSMUST00000029504.8"
"17895","ENSMUSG00000073922.2","ENSMUST00000214986.1"
"17896","ENSMUSG00000028023.16","ENSMUST00000042587.11"
"17897","ENSMUSG00000044966.4","ENSMUST00000109635.1"
"17898","ENSMUSG00000032497.19","ENSMUST00000239186.1"
"17899","ENSMUSG00000059625.6","ENSMUST00000076989.6"
"17900","ENSMUSG00000074486.2","ENSMUST00000098956.2"
"17901","ENSMUSG00000095867.2","ENSMUST00000188706.1"
"17902","ENSMUSG00000030309.16","ENSMUST00000111569.8"
"17903","ENSMUSG00000073920.4","ENSMUST00000214876.1"
"17904","ENSMUSG00000070368.9","ENSMUST00000049852.9"
"17905","ENSMUSG00000024926.10","ENSMUST00000113641.3"
"17906","ENSMUSG00000079440.2","ENSMUST00000113270.2"
"17907","ENSMUSG00000015290.15","ENSMUST00000155676.7"
"17908","ENSMUSG00000020196.10","ENSMUST00000001712.7"
"17909","ENSMUSG00000008153.12","ENSMUST00000008297.4"
"17910","ENSMUSG00000022886.5","ENSMUST00000023602.5"
"17911","ENSMUSG00000027792.11","ENSMUST00000029367.5"
"17912","ENSMUSG00000039738.16","ENSMUST00000040790.13"
"17913","ENSMUSG00000094746.7","ENSMUST00000185338.6"
"17914","ENSMUSG00000028271.9","ENSMUST00000029938.9"
"17915","ENSMUSG00000024669.8","ENSMUST00000025571.8"
"17916","ENSMUSG00000094613.2","ENSMUST00000179399.2"
"17917","ENSMUSG00000037379.7","ENSMUST00000046186.7"
"17918","ENSMUSG00000025485.13","ENSMUST00000026558.6"
"17919","ENSMUSG00000018567.14","ENSMUST00000018711.14"
"17920","ENSMUSG00000073245.10","ENSMUST00000101645.9"
"17921","ENSMUSG00000021961.6","ENSMUST00000224600.1"
"17922","ENSMUSG00000024037.13","ENSMUST00000171171.8"
"17923","ENSMUSG00000040147.14","ENSMUST00000040820.12"
"17924","ENSMUSG00000087260.5","ENSMUST00000145735.5"
"17925","ENSMUSG00000054342.8","ENSMUST00000205428.1"
"17926","ENSMUSG00000028758.12","ENSMUST00000030539.9"
"17927","ENSMUSG00000021234.9","ENSMUST00000065536.8"
"17928","ENSMUSG00000032806.13","ENSMUST00000114146.7"
"17929","ENSMUSG00000044933.3","ENSMUST00000053239.3"
"17930","ENSMUSG00000042386.7","ENSMUST00000044179.7"
"17931","ENSMUSG00000020868.15","ENSMUST00000116349.8"
"17932","ENSMUSG00000096546.2","ENSMUST00000179685.2"
"17933","ENSMUSG00000026934.15","ENSMUST00000028302.7"
"17934","ENSMUSG00000024999.7","ENSMUST00000025963.7"
"17935","ENSMUSG00000072763.2","ENSMUST00000092720.3"
"17936","ENSMUSG00000060681.15","ENSMUST00000077741.11"
"17937","ENSMUSG00000032014.6","ENSMUST00000034512.6"
"17938","ENSMUSG00000034394.14","ENSMUST00000066283.11"
"17939","ENSMUSG00000055865.8","ENSMUST00000139783.1"
"17940","ENSMUSG00000017376.15","ENSMUST00000142739.7"
"17941","ENSMUSG00000071185.5","ENSMUST00000095473.5"
"17942","ENSMUSG00000091012.2","ENSMUST00000226910.1"
"17943","ENSMUSG00000021518.4","ENSMUST00000021990.3"
"17944","ENSMUSG00000074206.7","ENSMUST00000199673.5"
"17945","ENSMUSG00000019873.8","ENSMUST00000217841.1"
"17946","ENSMUSG00000045349.15","ENSMUST00000105824.7"
"17947","ENSMUSG00000002228.7","ENSMUST00000002298.6"
"17948","ENSMUSG00000045942.13","ENSMUST00000231433.1"
"17949","ENSMUSG00000025481.12","ENSMUST00000209978.1"
"17950","ENSMUSG00000027793.6","ENSMUST00000029368.6"
"17951","ENSMUSG00000074483.2","ENSMUST00000076048.4"
"17952","ENSMUSG00000044055.5","ENSMUST00000053144.3"
"17953","ENSMUSG00000036500.4","ENSMUST00000044878.3"
"17954","ENSMUSG00000038729.24","ENSMUST00000107600.7"
"17955","ENSMUSG00000043073.10","ENSMUST00000053464.8"
"17956","ENSMUSG00000037029.8","ENSMUST00000062181.8"
"17957","ENSMUSG00000038527.9","ENSMUST00000049124.9"
"17958","ENSMUSG00000046049.7","ENSMUST00000058229.5"
"17959","ENSMUSG00000096333.7","ENSMUST00000107319.7"
"17960","ENSMUSG00000036327.18","ENSMUST00000036187.8"
"17961","ENSMUSG00000054746.18","ENSMUST00000121265.6"
"17962","ENSMUSG00000030587.5","ENSMUST00000032808.5"
"17963","ENSMUSG00000072762.9","ENSMUST00000112547.7"
"17964","ENSMUSG00000024937.15","ENSMUST00000049295.14"
"17965","ENSMUSG00000074826.10","ENSMUST00000168767.8"
"17966","ENSMUSG00000044934.13","ENSMUST00000059817.11"
"17967","ENSMUSG00000061232.16","ENSMUST00000025181.17"
"17968","ENSMUSG00000048070.4","ENSMUST00000123434.2"
"17969","ENSMUSG00000030588.12","ENSMUST00000142519.2"
"17970","ENSMUSG00000040021.13","ENSMUST00000165952.8"
"17971","ENSMUSG00000026874.10","ENSMUST00000028233.6"
"17972","ENSMUSG00000041638.18","ENSMUST00000064454.11"
"17973","ENSMUSG00000037876.17","ENSMUST00000174408.7"
"17974","ENSMUSG00000021520.4","ENSMUST00000021993.4"
"17975","ENSMUSG00000060699.2","ENSMUST00000227749.1"
"17976","ENSMUSG00000031749.12","ENSMUST00000034197.4"
"17977","ENSMUSG00000034212.14","ENSMUST00000160548.7"
"17978","ENSMUSG00000035522.3","ENSMUST00000049420.3"
"17979","ENSMUSG00000025451.15","ENSMUST00000126957.8"
"17980","ENSMUSG00000023913.17","ENSMUST00000024706.11"
"17981","ENSMUSG00000039917.10","ENSMUST00000043707.6"
"17982","ENSMUSG00000021103.12","ENSMUST00000021523.6"
"17983","ENSMUSG00000039615.9","ENSMUST00000044911.9"
"17984","ENSMUSG00000023945.7","ENSMUST00000095712.4"
"17985","ENSMUSG00000067851.11","ENSMUST00000088615.10"
"17986","ENSMUSG00000030245.10","ENSMUST00000032372.6"
"17987","ENSMUSG00000045103.19","ENSMUST00000114000.7"
"17988","ENSMUSG00000021519.11","ENSMUST00000021991.10"
"17989","ENSMUSG00000028066.15","ENSMUST00000056370.12"
"17990","ENSMUSG00000037797.14","ENSMUST00000013458.8"
"17991","ENSMUSG00000033335.17","ENSMUST00000072362.13"
"17992","ENSMUSG00000031430.8","ENSMUST00000033806.4"
"17993","ENSMUSG00000062551.13","ENSMUST00000110335.9"
"17994","ENSMUSG00000074004.3","ENSMUST00000098278.3"
"17995","ENSMUSG00000032594.11","ENSMUST00000035214.10"
"17996","ENSMUSG00000053654.7","ENSMUST00000017270.7"
"17997","ENSMUSG00000010392.8","ENSMUST00000010536.8"
"17998","ENSMUSG00000090015.8","ENSMUST00000112544.7"
"17999","ENSMUSG00000078670.3","ENSMUST00000107456.3"
"18000","ENSMUSG00000069833.13","ENSMUST00000092956.3"
"18001","ENSMUSG00000022619.5","ENSMUST00000023291.5"
"18002","ENSMUSG00000085683.2","ENSMUST00000211300.1"
"18003","ENSMUSG00000034220.7","ENSMUST00000045970.7"
"18004","ENSMUSG00000036202.16","ENSMUST00000112693.9"
"18005","ENSMUSG00000052099.14","ENSMUST00000224112.1"
"18006","ENSMUSG00000025736.15","ENSMUST00000026832.13"
"18007","ENSMUSG00000115482.1","ENSMUST00000226829.1"
"18008","ENSMUSG00000055172.10","ENSMUST00000068593.8"
"18009","ENSMUSG00000089945.13","ENSMUST00000150412.3"
"18010","ENSMUSG00000023110.12","ENSMUST00000023873.11"
"18011","ENSMUSG00000029149.14","ENSMUST00000054829.12"
"18012","ENSMUSG00000022329.15","ENSMUST00000018476.13"
"18013","ENSMUSG00000034687.8","ENSMUST00000036019.4"
"18014","ENSMUSG00000034623.14","ENSMUST00000089338.5"
"18015","ENSMUSG00000090053.9","ENSMUST00000102905.7"
"18016","ENSMUSG00000055839.6","ENSMUST00000069579.6"
"18017","ENSMUSG00000022033.9","ENSMUST00000022612.9"
"18018","ENSMUSG00000044951.16","ENSMUST00000230119.1"
"18019","ENSMUSG00000057469.8","ENSMUST00000020908.8"
"18020","ENSMUSG00000022664.11","ENSMUST00000023344.9"
"18021","ENSMUSG00000024925.11","ENSMUST00000155639.1"
"18022","ENSMUSG00000035530.13","ENSMUST00000049385.13"
"18023","ENSMUSG00000018287.12","ENSMUST00000018431.12"
"18024","ENSMUSG00000034826.14","ENSMUST00000038514.14"
"18025","ENSMUSG00000092060.4","ENSMUST00000201972.1"
"18026","ENSMUSG00000028718.16","ENSMUST00000030490.12"
"18027","ENSMUSG00000001119.7","ENSMUST00000001147.4"
"18028","ENSMUSG00000020419.11","ENSMUST00000109948.7"
"18029","ENSMUSG00000002409.18","ENSMUST00000172467.7"
"18030","ENSMUSG00000035456.9","ENSMUST00000210477.1"
"18031","ENSMUSG00000031349.4","ENSMUST00000033715.4"
"18032","ENSMUSG00000062743.9","ENSMUST00000056107.10"
"18033","ENSMUSG00000021400.8","ENSMUST00000021832.6"
"18034","ENSMUSG00000024653.2","ENSMUST00000025554.2"
"18035","ENSMUSG00000056008.1","ENSMUST00000069852.1"
"18036","ENSMUSG00000039218.17","ENSMUST00000190686.6"
"18037","ENSMUSG00000020870.7","ENSMUST00000021240.6"
"18038","ENSMUSG00000022528.8","ENSMUST00000023171.7"
"18039","ENSMUSG00000110723.1","ENSMUST00000217011.1"
"18040","ENSMUSG00000075610.9","ENSMUST00000162809.2"
"18041","ENSMUSG00000023882.15","ENSMUST00000165230.7"
"18042","ENSMUSG00000038916.7","ENSMUST00000092629.3"
"18043","ENSMUSG00000027896.15","ENSMUST00000029502.13"
"18044","ENSMUSG00000027177.14","ENSMUST00000111125.2"
"18045","ENSMUSG00000026502.13","ENSMUST00000027783.13"
"18046","ENSMUSG00000028266.17","ENSMUST00000121796.7"
"18047","ENSMUSG00000026113.17","ENSMUST00000137266.7"
"18048","ENSMUSG00000062906.12","ENSMUST00000082197.11"
"18049","ENSMUSG00000028648.13","ENSMUST00000106207.7"
"18050","ENSMUSG00000094112.2","ENSMUST00000228780.1"
"18051","ENSMUSG00000066964.2","ENSMUST00000086615.2"
"18052","ENSMUSG00000031486.15","ENSMUST00000033876.13"
"18053","ENSMUSG00000066613.14","ENSMUST00000112540.7"
"18054","ENSMUSG00000026247.13","ENSMUST00000161002.7"
"18055","ENSMUSG00000002221.11","ENSMUST00000002291.11"
"18056","ENSMUSG00000004360.9","ENSMUST00000092627.5"
"18057","ENSMUSG00000036093.7","ENSMUST00000036541.7"
"18058","ENSMUSG00000071112.12","ENSMUST00000126521.8"
"18059","ENSMUSG00000062369.2","ENSMUST00000076501.1"
"18060","ENSMUSG00000024770.14","ENSMUST00000025682.11"
"18061","ENSMUSG00000028414.17","ENSMUST00000221657.1"
"18062","ENSMUSG00000015023.7","ENSMUST00000040416.7"
"18063","ENSMUSG00000028138.8","ENSMUST00000005964.6"
"18064","ENSMUSG00000039990.16","ENSMUST00000051169.12"
"18065","ENSMUSG00000054568.7","ENSMUST00000067695.7"
"18066","ENSMUSG00000029869.7","ENSMUST00000114732.2"
"18067","ENSMUSG00000073609.9","ENSMUST00000112881.7"
"18068","ENSMUSG00000017165.1","ENSMUST00000017309.1"
"18069","ENSMUSG00000021759.14","ENSMUST00000016144.11"
"18070","ENSMUSG00000024817.13","ENSMUST00000025739.13"
"18071","ENSMUSG00000051900.12","ENSMUST00000120490.7"
"18072","ENSMUSG00000043629.12","ENSMUST00000050567.10"
"18073","ENSMUSG00000004415.15","ENSMUST00000057497.12"
"18074","ENSMUSG00000049420.9","ENSMUST00000218232.1"
"18075","ENSMUSG00000022748.8","ENSMUST00000114371.4"
"18076","ENSMUSG00000075270.11","ENSMUST00000099992.9"
"18077","ENSMUSG00000008333.12","ENSMUST00000008477.12"
"18078","ENSMUSG00000033128.9","ENSMUST00000041587.7"
"18079","ENSMUSG00000021681.8","ENSMUST00000022189.8"
"18080","ENSMUSG00000095893.4","ENSMUST00000181088.3"
"18081","ENSMUSG00000023075.9","ENSMUST00000102636.3"
"18082","ENSMUSG00000029564.12","ENSMUST00000031547.11"
"18083","ENSMUSG00000096424.1","ENSMUST00000081985.1"
"18084","ENSMUSG00000090963.2","ENSMUST00000210275.1"
"18085","ENSMUSG00000093962.7","ENSMUST00000107310.8"
"18086","ENSMUSG00000043336.14","ENSMUST00000159816.7"
"18087","ENSMUSG00000109771.1","ENSMUST00000210052.1"
"18088","ENSMUSG00000014353.15","ENSMUST00000110325.7"
"18089","ENSMUSG00000048109.10","ENSMUST00000061772.10"
"18090","ENSMUSG00000054764.9","ENSMUST00000067984.8"
"18091","ENSMUSG00000059401.14","ENSMUST00000082088.9"
"18092","ENSMUSG00000016018.4","ENSMUST00000022281.4"
"18093","ENSMUSG00000028019.9","ENSMUST00000029652.3"
"18094","ENSMUSG00000005980.15","ENSMUST00000006136.10"
"18095","ENSMUSG00000030168.13","ENSMUST00000032272.12"
"18096","ENSMUSG00000033220.7","ENSMUST00000043214.7"
"18097","ENSMUSG00000002997.15","ENSMUST00000003079.11"
"18098","ENSMUSG00000074218.3","ENSMUST00000208441.1"
"18099","ENSMUSG00000035171.9","ENSMUST00000038830.9"
"18100","ENSMUSG00000023106.15","ENSMUST00000023869.14"
"18101","ENSMUSG00000023176.9","ENSMUST00000064856.8"
"18102","ENSMUSG00000037119.4","ENSMUST00000037270.4"
"18103","ENSMUSG00000018572.10","ENSMUST00000018716.9"
"18104","ENSMUSG00000115467.1","ENSMUST00000226974.1"
"18105","ENSMUSG00000024172.10","ENSMUST00000025000.3"
"18106","ENSMUSG00000031487.5","ENSMUST00000033877.5"
"18107","ENSMUSG00000030760.14","ENSMUST00000033020.13"
"18108","ENSMUSG00000049489.5","ENSMUST00000059468.5"
"18109","ENSMUSG00000050144.13","ENSMUST00000057935.8"
"18110","ENSMUSG00000070990.2","ENSMUST00000095097.2"
"18111","ENSMUSG00000021680.8","ENSMUST00000045583.8"
"18112","ENSMUSG00000021250.13","ENSMUST00000021674.6"
"18113","ENSMUSG00000022034.10","ENSMUST00000022613.9"
"18114","ENSMUSG00000061882.12","ENSMUST00000094320.9"
"18115","ENSMUSG00000019837.8","ENSMUST00000019982.8"
"18116","ENSMUSG00000038072.14","ENSMUST00000045737.13"
"18117","ENSMUSG00000029868.13","ENSMUST00000031902.6"
"18118","ENSMUSG00000022557.11","ENSMUST00000023217.10"
"18119","ENSMUSG00000005514.14","ENSMUST00000005651.12"
"18120","ENSMUSG00000045776.3","ENSMUST00000224708.1"
"18121","ENSMUSG00000063870.12","ENSMUST00000112390.7"
"18122","ENSMUSG00000029811.14","ENSMUST00000031835.13"
"18123","ENSMUSG00000004319.15","ENSMUST00000004430.13"
"18124","ENSMUSG00000072640.11","ENSMUST00000141321.1"
"18125","ENSMUSG00000061787.15","ENSMUST00000080813.4"
"18126","ENSMUSG00000022892.11","ENSMUST00000227723.1"
"18127","ENSMUSG00000005891.7","ENSMUST00000021779.7"
"18128","ENSMUSG00000028396.5","ENSMUST00000095023.1"
"18129","ENSMUSG00000050010.8","ENSMUST00000087241.6"
"18130","ENSMUSG00000105875.1","ENSMUST00000166129.4"
"18131","ENSMUSG00000006310.10","ENSMUST00000108151.2"
"18132","ENSMUSG00000051890.13","ENSMUST00000063445.12"
"18133","ENSMUSG00000027416.2","ENSMUST00000028902.2"
"18134","ENSMUSG00000021991.9","ENSMUST00000022567.8"
"18135","ENSMUSG00000072754.9","ENSMUST00000185691.6"
"18136","ENSMUSG00000044320.14","ENSMUST00000050003.8"
"18137","ENSMUSG00000029624.10","ENSMUST00000031628.9"
"18138","ENSMUSG00000049573.3","ENSMUST00000215503.1"
"18139","ENSMUSG00000027351.14","ENSMUST00000028829.12"
"18140","ENSMUSG00000024654.8","ENSMUST00000049948.5"
"18141","ENSMUSG00000037685.15","ENSMUST00000037380.14"
"18142","ENSMUSG00000117338.1","ENSMUST00000233710.1"
"18143","ENSMUSG00000034161.8","ENSMUST00000043089.8"
"18144","ENSMUSG00000021679.4","ENSMUST00000022186.4"
"18145","ENSMUSG00000095138.3","ENSMUST00000204108.2"
"18146","ENSMUSG00000098640.1","ENSMUST00000184654.1"
"18147","ENSMUSG00000021678.9","ENSMUST00000022185.9"
